Urdu Word,English Translation,Description,Tokenized Urdu Word,Character Length,Level
کرشماتی,charismatic,possessing an extraordinary ability to attract,ک ر ش م ا ت ی,7,Medium
بازیافت,fetching,very attractive; capturing interest,ب ا ز ی ا ف ت,7,Medium
فوٹوجنک,photogenic,looking attractive in photographs,ف و ٹ و ج ن ک,7,Medium
متنازعہ,propitious,presenting favorable circumstances; likely to result in or show signs of success,م ت ن ا ز ع ہ,7,Medium
ہوش میں,conscious,showing realization ,ہ و ش   م ی ں,7,Medium
سمجھدار,sensible,aware intuitively or intellectually of something sensed; ; - Henry Hallam; - Edmund Burke,س م ج ھ د ا ر,7,Medium
ظالمانہ,atrocious,provoking horror; ; ; ; - Winston Churchill,ظ ا ل م ا ن ہ,7,Medium
حیرت سے,ghastly,shockingly repellent; inspiring horror,ح ی ر ت   س ے,7,Medium
بدتمیزی,unreassuring,not reassuring; tending to cause anxiety,ب د ت م ی ز ی,7,Medium
رہنمائی,guiding,exerting control or influence,ر ہ ن م ا ئ ی,7,Medium
ریزربیک,razorback,having a sharp narrow back,ر ی ز ر ب ی ک,7,Medium
پسماندہ,backward,directed or facing toward the back or rear,پ س م ا ن د ہ,7,Medium
بات چیت,converse,turned about in order or relation,ب ا ت   چ ی ت,7,Medium
اضطراری,reflexive,referring back to itself,ا ض ط ر ا ر ی,7,Medium
بیڈ لیس,bedless,without a bed,ب ی ڈ   ل ی س,7,Medium
دہائیاں,depilous,completely hairless,د ہ ا ئ ی ا ں,7,Medium
ننگے دم,naked-tailed,having a tail that is hairless,ن ن گ ے   د م,7,Medium
خوبصورت,beautiful,delighting the senses or exciting intellectual or emotional admiration,خ و ب ص و ر ت,7,Medium
خوبصورت,beauteous,"(poetic )beautiful, especially to the sight",خ و ب ص و ر ت,7,Medium
خوبصورت,gorgeous,dazzlingly beautiful,خ و ب ص و ر ت,7,Medium
خوبصورت,lovely,appealing to the emotions as well as the eye,خ و ب ص و ر ت,7,Medium
خوبصورت,picturesque,suggesting or suitable for a picture; pretty as a picture,خ و ب ص و ر ت,7,Medium
خوبصورت,pretty,pleasing by delicacy or grace; not imposing,خ و ب ص و ر ت,7,Medium
گھناؤنا,hideous,so extremely ugly as to be terrifying,گ ھ ن ا ؤ ن ا,7,Medium
بڑی پیٹ,big-bellied,having a prominent belly,ب ڑ ی   پ ی ٹ,7,Medium
بے رحمی,bellyless,lacking a prominent belly,ب ے   ر ح م ی,7,Medium
بغیربلڈ,unbelted,lacking a belt,ب غ ی ر ب ل ڈ,7,Medium
چیمپیئن,champion,holding first place in a contest,چ ی م پ ی ئ ن,7,Medium
بائکیمل,bicameral,composed of two legislative bodies,ب ا ئ ک ی م ل,7,Medium
دو طرفہ,bidirectional,reactive or functioning or allowing movement in two usually opposite directions,د و   ط ر ف ہ,7,Medium
ڈوپلیکس,duplex,allowing communication in opposite directions simultaneously,ڈ و پ ل ی ک س,7,Medium
دو طرفہ,two-way,operating or permitting operation in either of two opposite directions,د و   ط ر ف ہ,7,Medium
یک طرفہ,one-way,moving or permitting movement in one direction only,ی ک   ط ر ف ہ,7,Medium
سمپلیکس,simplex,"allowing communication in only one direction at a time, or in telegraphy allowing only one message over a line at a time",س م پ ل ی ک س,7,Medium
بے ہودہ,faceless,without a face or identity,ب ے   ہ و د ہ,7,Medium
دو لابڈ,two-lobed,having two lobes,د و   ل ا ب ڈ,7,Medium
دو طرفہ,bipartite,involving two parts or elements,د و   ط ر ف ہ,7,Medium
سات رخا,seven-sided,having seven sides,س ا ت   ر خ ا,7,Medium
آٹھ رخا,eight-sided,having eight sides,آ ٹ ھ   ر خ ا,7,Medium
کاکیشین,Caucasian,of or relating to Caucasian people,ک ا ک ی ش ی ن,7,Medium
منصفانہ,fair,(used of hair or skin) pale or light-colored,م ن ص ف ا ن ہ,7,Medium
خونخوار,bloodthirsty,marked by eagerness to resort to violence and bloodshed; ; ; -G.W.Johnson,خ و ن خ و ا ر,7,Medium
گھبراہٹ,nervy,showing or requiring courage and contempt of danger,گ ھ ب ر ا ہ ٹ,7,Medium
بے لگام,unlaced,with laces not tied,ب ے   ل گ ا م,7,Medium
پراپرٹی,propertyless,of those who work for wages especially manual or industrial laborers; - G.B.Shaw,پ ر ا پ ر ٹ ی,7,Medium
وسیع سر,broad-headed,having a brachycephalic head,و س ی ع   س ر,7,Medium
گولی سر,bullet-headed,having a small round head,گ و ل ی   س ر,7,Medium
لمبی سر,long-headed,having a dolichocephalic head,ل م ب ی   س ر,7,Medium
اڑا ہوا,blown,breathing laboriously or convulsively,ا ڑ ا   ہ و ا,7,Medium
بے زمین,landless,owning no land,ب ے   ز م ی ن,7,Medium
گودھولی,crepuscular,like twilight; dim,گ و د ھ و ل ی,7,Medium
بھونکنا,blazing,shining intensely,ب ھ و ن ک ن ا,7,Medium
مفت سوچ,free-thinking,unwilling to accept authority or dogma (especially in religion),م ف ت   س و چ,7,Medium
تنگ ذہن,narrow-minded,lacking tolerance or flexibility or breadth of view,ت ن گ   ذ ہ ن,7,Medium
تنگ ذہن,close-minded,not ready to receive to new ideas,ت ن گ   ذ ہ ن,7,Medium
ٹوٹاھوا,broken,physically and forcibly separated into pieces or cracked or split,ٹ و ٹ ا ھ و ا,7,Medium
بلاتعطل,uninterrupted,having undisturbed continuity,ب ل ا ت ع ط ل,7,Medium
ہڈی لیس,boneless,being without a bone or bones,ہ ڈ ی   ل ی س,7,Medium
غیر بٹن,unbuttoned,not buttoned,غ ی ر   ب ٹ ن,7,Medium
اجتماعی,collective,set up on the principle of collectivism or ownership and production by the workers involved usually under the supervision of a government,ا ج ت م ا ع ی,7,Medium
اجتماعی,collectivist,subscribing to the socialistic doctrine of ownership by the people collectively,ا ج ت م ا ع ی,7,Medium
بے شمار,countless,too numerous to be counted,ب ے   ش م ا ر,7,Medium
شرکت کی,attended,having a caretaker or other watcher,ش ر ک ت   ک ی,7,Medium
ہافزارڈ,haphazard,marked by great carelessness,ہ ا ف ز ا ر ڈ,7,Medium
لاپرواہ,heedless,characterized by careless unconcern; - Edith Wharton,ل ا پ ر و ا ہ,7,Medium
مربع دم,square-tailed,having a square tail,م ر ب ع   د م,7,Medium
نگل گیا,swallow-tailed,(especially of butterflies and birds) having a forked tail like that of a swallow,ن گ ل   گ ی ا,7,Medium
ذمہ دار,responsible,being the agent or cause,ذ م ہ   د ا ر,7,Medium
سیل فری,cell-free,lacking cells,س ی ل   ف ر ی,7,Medium
دو طرفہ,bicentric,having two centers,د و   ط ر ف ہ,7,Medium
بے ہنگم,dateless,unaffected by time,ب ے   ہ ن گ م,7,Medium
افسردگی,depressing,causing sad feelings of gloom and inadequacy,ا ف س ر د گ ی,7,Medium
خاکستری,beige,of a light greyish-brown color,خ ا ک س ت ر ی,7,Medium
مٹر سبز,pea-green,of a moderate slightly yellowish-green color,م ٹ ر   س ب ز,7,Medium
ارغوانی,purple,of a color intermediate between red and blue,ا ر غ و ا ن ی,7,Medium
روز ماؤ,rose-mauve,of mauve tinged with rose,ر و ز   م ا ؤ,7,Medium
ایش گرے,ash-grey,of a light grey,ا ی ش   گ ر ے,7,Medium
بوف رنگ,buff-colored,having a buff color,ب و ف   ر ن گ,7,Medium
فان رنگ,fawn-colored,having the color of a fawn,ف ا ن   ر ن گ,7,Medium
شہد رنگ,honey-colored,having the color of honey,ش ہ د   ر ن گ,7,Medium
یک رنگی,monochromatic,having or appearing to have only one color,ی ک   ر ن گ ی,7,Medium
آڑو رنگ,peach-colored,having the color of a ripe peach,آ ڑ و   ر ن گ,7,Medium
وحشیانہ,barbarous,primitive in customs and culture,و ح ش ی ا ن ہ,7,Medium
آپ بہاؤ,preliterate,used of a society that has not developed writing,آ پ   ب ہ ا ؤ,7,Medium
پارباسی,translucent,allowing light to pass through diffusely,پ ا ر ب ا س ی,7,Medium
صاف ہیڈ,clearheaded,not mentally confused; able to think clearly and act intelligently,ص ا ف   ہ ی ڈ,7,Medium
بہت دور,faraway,very far away in space or time,ب ہ ت   د و ر,7,Medium
قریب ہی,nearby,close at hand,ق ر ی ب   ہ ی,7,Medium
انتہائی,extreme,most distant in any direction,ا ن ت ہ ا ئ ی,7,Medium
آرام دہ,cozy,suggesting connivance,آ ر ا م   د ہ,7,Medium
ملبوسات,appareled,dressed or clothed especially in fine attire; often used in combination,م ل ب و س ا ت,7,Medium
ملبوسات,costumed,"dressed in clothing characteristic of a period, country, or class",م ل ب و س ا ت,7,Medium
سرپرستی,surpliced,wearing a surplice,س ر پ ر س ت ی,7,Medium
بے نقاب,exposed,not covered with clothing,ب ے   ن ق ا ب,7,Medium
اجتماعی,collectivized,characterized by the principle of ownership by the state or the people of the means of production,ا ج ت م ا ع ی,7,Medium
غیر خوش,unreleased,not (or not yet) made available for distribution or publication,غ ی ر   خ و ش,7,Medium
آتش گیر,combustible,capable of igniting and burning,آ ت ش   گ ی ر,7,Medium
آتش گیر,flammable,easily ignited,آ ت ش   گ ی ر,7,Medium
مشغولیت,incendiary,capable of catching fire spontaneously or causing fires or burning readily,م ش غ و ل ی ت,7,Medium
ایکائٹڈ,unlighted,not set afire or burning,ا ی ک ا ئ ٹ ڈ,7,Medium
بے ہودہ,unkindled,not set afire,ب ے   ہ و د ہ,7,Medium
تسلی دی,comforted,made comfortable or more comfortable in a time of distress,ت س ل ی   د ی,7,Medium
خود ہوش,self-conscious,excessively and uncomfortably conscious of your appearance or behavior,خ و د   ہ و ش,7,Medium
بار بار,frequent,frequently encountered,ب ا ر   ب ا ر,7,Medium
باقاعدہ,regular,in accord with regular practice or procedure,ب ا ق ا ع د ہ,7,Medium
ہیرالڈک,heraldic,indicative of or announcing something to come,ہ ی ر ا ل ڈ ک,7,Medium
کھلی دل,openhearted,freely communicative; candidly straightforward,ک ھ ل ی   د ل,7,Medium
بے مثال,matchless,eminent beyond or above comparison,ب ے   م ث ا ل,7,Medium
پیدائشی,congenial,(used of plants) capable of cross-fertilization or of being grafted,پ ی د ا ئ ش ی,7,Medium
سب باہر,all-out,using all available resources,س ب   ب ا ہ ر,7,Medium
ابتدائی,rudimentary,being in the earliest stages of development,ا ب ت د ا ئ ی,7,Medium
گھر گھر,door-to-door,omitting no one; from the door of one house to that of the next,گ ھ ر   گ ھ ر,7,Medium
کھو دیا,lost,not caught with the senses or the mind,ک ھ و   د ی ا,7,Medium
الگ کیا,separated,spaced apart,ا ل گ   ک ی ا,7,Medium
بے پردہ,unconcerned,lacking in interest or care or feeling,ب ے   پ ر د ہ,7,Medium
نوزائیدہ,nascent,being born or beginning,ن و ز ا ئ ی د ہ,8,Medium
غیر جاذب,nonadsorbent,lacking a capacity to adsorb or cause to accumulate on a surface,غ ی ر   ج ا ذ ب,8,Medium
قابل عمل,come-at-able,capable of being reached or attained,ق ا ب ل   ع م ل,8,Medium
بند کریں,close,marked by fidelity to an original,ب ن د   ک ر ی ں,8,Medium
بے ساختہ,unconfessed,not admitted,ب ے   س ا خ ت ہ,8,Medium
پیش گوئی,predaceous,living by or given to victimizing others for personal gain; ; - Peter S. Prescott; - W.E.Swinton,پ ی ش   گ و ئ ی,8,Medium
غیر فعال,inactive,not active physically or mentally,غ ی ر   ف ع ا ل,8,Medium
غیر فعال,passive,lacking in energy or will; - George Meredith,غ ی ر   ف ع ا ل,8,Medium
پھٹا ہوا,eruptive,actively spewing out lava,پ ھ ٹ ا   ہ و ا,8,Medium
غیر فعال,dormant,(of e.g. volcanos) not erupting and not extinct,غ ی ر   ف ع ا ل,8,Medium
حسب منشا,adaptive,having a capacity for adaptation,ح س ب   م ن ش ا,8,Medium
سمومیشنل,summational,of or relating to a summation or produced by summation,س م و م ی ش ن ل,8,Medium
قابل عمل,ablative,tending to ablate; i.e. to be removed or vaporized at very high temperature,ق ا ب ل   ع م ل,8,Medium
ہم آہنگی,cohesive,causing cohesion,ہ م   آ ہ ن گ ی,8,Medium
بھرا ہوا,frilled,having decorative ruffles or frills,ب ھ ر ا   ہ و ا,8,Medium
ٹیپسٹریڈ,tapestried,hung or decorated with tapestry,ٹ ی پ س ٹ ر ی ڈ,8,Medium
غیر منظم,uncoordinated,lacking the skillful and effective interaction of muscle movements,غ ی ر   م ن ظ م,8,Medium
نقصان دہ,disadvantageous,constituting a disadvantage,ن ق ص ا ن   د ہ,8,Medium
مہم جوئی,adventurous,willing to undertake or seeking out new and daring enterprises,م ہ م   ج و ئ ی,8,Medium
جمالیاتی,aesthetic,concerning or characterized by an appreciation of beauty or good taste,ج م ا ل ی ا ت ی,8,Medium
فنکارانہ,artistic,satisfying aesthetic standards and sensibilities,ف ن ک ا ر ا ن ہ,8,Medium
حیرت زدہ,wonder-struck,affected by or overcome with wonder,ح ی ر ت   ز د ہ,8,Medium
غیر فعال,affirmative,affirming or giving assent,غ ی ر   ف ع ا ل,8,Medium
ہینگ ڈاگ,hangdog,frightened into submission or compliance,ہ ی ن گ   ڈ ا گ,8,Medium
شکار کیا,hunted,reflecting the fear or terror of one who is hunted,ش ک ا ر   ک ی ا,8,Medium
قابل عمل,viable,capable of life or normal growth and development,ق ا ب ل   ع م ل,8,Medium
سویا ہوا,asleep,dead,س و ی ا   ہ و ا,8,Medium
سانس لیس,breathless,appearing dead; not breathing or having no perceptible pulse,س ا ن س   ل ی س,8,Medium
غیر قابل,nonviable,not capable of living or developing successfully,غ ی ر   ق ا ب ل,8,Medium
پرہیزگار,altruistic,showing unselfish concern for the welfare of others,پ ر ہ ی ز گ ا ر,8,Medium
انا پرست,egoistic,limited to or caring only about yourself and your own needs,ا ن ا   پ ر س ت,8,Medium
ڈبل بیرڈ,double-barreled,having two purposes; twofold; - Louis Kronenbergers,ڈ ب ل   ب ی ر ڈ,8,Medium
ڈبل ایجڈ,double-edged,capable of being interpreted in two usually contradictory ways,ڈ ب ل   ا ی ج ڈ,8,Medium
غیر واضح,unambiguous,having or exhibiting a single clearly defined meaning; - Mario Vargas Llosa,غ ی ر   و ا ض ح,8,Medium
بلند نظر,ambitious,having a strong desire for success or achievement,ب ل ن د   ن ظ ر,8,Medium
ہم آہنگی,synclinal,sloping downward toward each other to create a trough,ہ م   آ ہ ن گ ی,8,Medium
کوریڈورز,diadromous,(used of fish) migratory between fresh and salt waters,ک و ر ی ڈ و ر ز,8,Medium
الگ تھلگ,isolating,relating to or being a language in which each word typically expresses a distinct idea and part of speech and syntactical relations are determined almost exclusively by word order and particles,ا ل گ   ت ھ ل گ,8,Medium
